dep,jour,hosp,rea,rad,dc
91,2020/3/31,1275,322,304,104
91,2020/4/1,1371,344,332,126
91,2020/4/2,1508,363,392,159
91,2020/4/3,1654,367,454,183
91,2020/4/4,1811,381,502,211
91,2020/4/5,1849,391,548,229
91,2020/4/6,1873,407,612,277
91,2020/4/7,1902,424,726,293
91,2020/4/8,2231,437,788,325
91,2020/4/9,2248,441,932,351
91,2020/4/10,2350,460,1030,382
91,2020/4/11,2394,466,1112,404
91,2020/4/12,2436,462,1159,424
91,2020/4/13,2438,468,1171,438
91,2020/4/14,2412,456,1251,492
91,2020/4/15,2317,395,1393,518
91,2020/4/16,2321,395,1491,544
91,2020/4/17,2371,369,1572,592
91,2020/4/18,2332,359,1643,608
91,2020/4/19,2366,357,1651,622
91,2020/4/20,2380,367,1679,642
91,2020/4/21,2349,357,1781,679
91,2020/4/22,2349,361,1829,697
91,2020/4/23,2281,347,1955,722
92,2020/3/18,296,96,44,8
92,2020/3/19,411,108,62,14
92,2020/3/20,507,148,99,22
92,2020/3/21,592,162,141,34
92,2020/3/22,752,190,173,42
92,2020/3/23,986,252,223,56
92,2020/3/24,1223,317,299,66
92,2020/3/25,1469,373,383,94
92,2020/3/26,1686,441,453,112
92,2020/3/27,1917,466,520,148
92,2020/3/28,2190,514,623,176
92,2020/3/29,2319,550,681,220
92,2020/3/30,2556,584,752,253
92,2020/3/31,2870,646,912,297
92,2020/4/1,3256,707,1030,345
92,2020/4/2,3478,717,1216,420
92,2020/4/3,3678,759,1402,472
92,2020/4/4,3841,775,1526,534
92,2020/4/5,3881,822,1669,584
92,2020/4/6,3937,853,1833,638
92,2020/4/7,3852,877,2162,751
92,2020/4/8,3962,909,2336,789
92,2020/4/9,3921,875,2610,835
92,2020/4/10,3931,864,2822,923
92,2020/4/11,3937,878,2974,963
92,2020/4/12,4028,896,3044,1007
92,2020/4/13,3992,868,3141,1050
92,2020/4/14,3995,842,3284,1122
92,2020/4/15,3952,829,3499,1193
92,2020/4/16,3938,808,3704,1235
92,2020/4/17,3869,782,3869,1277
92,2020/4/18,3898,777,3998,1320
92,2020/4/19,3952,779,4036,1332
92,2020/4/20,3947,765,4170,1394
92,2020/4/21,3826,727,4435,1428
92,2020/4/22,3814,697,4551,1473
92,2020/4/23,3855,703,4673,1510
93,2020/3/18,184,66,30,10
93,2020/3/19,284,89,42,10
93,2020/3/20,399,122,70,37
93,2020/3/21,436,128,74,39
93,2020/3/22,522,146,82,45
93,2020/3/23,661,166,110,55
93,2020/3/24,775,197,142,74
93,2020/3/25,920,199,160,92
93,2020/3/26,1083,237,200,134
93,2020/3/27,1351,263,250,163
93,2020/3/28,1348,286,374,199
93,2020/3/29,1510,294,400,225
93,2020/3/30,1721,324,443,247
93,2020/3/31,1922,378,617,320
93,2020/4/1,2338,453,713,372
93,2020/4/2,2408,439,795,414
93,2020/4/3,2525,443,901,478
93,2020/4/4,2610,451,1003,524
93,2020/4/5,2666,453,1031,568
93,2020/4/6,2799,465,1137,590
93,2020/4/7,2906,476,1253,734
93,2020/4/8,2980,478,1424,801
93,2020/4/9,3134,488,1653,889
93,2020/4/10,3177,496,1852,957
93,2020/4/11,3220,483,1993,985
93,2020/4/12,3258,481,2103,1005
93,2020/4/13,3221,484,2191,1051
93,2020/4/14,3209,474,2365,1117
93,2020/4/15,3135,466,2575,1171
93,2020/4/16,3124,479,2756,1214
93,2020/4/17,3109,453,2990,1303
93,2020/4/18,3126,438,3074,1354
93,2020/4/19,3119,440,3154,1378
93,2020/4/20,3107,439,3283,1402
93,2020/4/21,3102,420,3413,1428
93,2020/4/22,3145,420,3564,1463
93,2020/4/23,3138,421,3698,1497
94,2020/3/18,242,64,32,10
94,2020/3/19,362,94,82,20
94,2020/3/20,449,119,134,24
94,2020/3/21,532,133,158,26
94,2020/3/22,607,155,180,34
94,2020/3/23,763,205,216,48
94,2020/3/24,926,249,240,54
94,2020/3/25,1087,288,306,68
94,2020/3/26,1290,304,362,104
94,2020/3/27,1508,316,420,138
94,2020/3/28,1728,348,514,166
94,2020/3/29,1906,354,546,198
94,2020/3/30,2042,372,598,204
94,2020/3/31,2312,377,730,296
94,2020/4/1,2711,480,891,369
94,2020/4/2,2925,500,998,419
94,2020/4/3,3193,564,1139,492
94,2020/4/4,3269,578,1275,555
94,2020/4/5,3422,577,1319,599
94,2020/4/6,3590,582,1380,694
94,2020/4/7,3874,602,1559,792
94,2020/4/8,4054,667,1735,898
94,2020/4/9,4197,673,1883,940
94,2020/4/10,4351,652,2032,1011
94,2020/4/11,4439,628,2122,1038
94,2020/4/12,4435,629,2230,1071
94,2020/4/13,4471,644,2284,1127
94,2020/4/14,4467,684,2353,1198
94,2020/4/15,4532,687,2580,1268
94,2020/4/16,4476,653,2797,1346
94,2020/4/17,4474,667,2939,1384
94,2020/4/18,4412,671,3090,1428
94,2020/4/19,4404,665,3110,1448
94,2020/4/20,4408,666,3198,1512
94,2020/4/21,4407,645,3363,1571
94,2020/4/22,4177,604,3714,1617
94,2020/4/23,4125,590,3896,1637
95,2020/3/18,179,58,41,4
95,2020/3/19,299,74,64,10
95,2020/3/20,383,102,112,20
95,2020/3/21,475,112,140,28
95,2020/3/22,561,132,162,36
95,2020/3/23,727,162,186,60
95,2020/3/24,754,194,256,80
95,2020/3/25,882,218,310,106
95,2020/3/26,978,220,368,134
95,2020/3/27,1008,226,492,162
95,2020/3/28,1060,230,548,186
95,2020/3/29,1168,262,652,226
95,2020/3/30,1290,274,724,254
95,2020/3/31,1444,290,804,286
95,2020/4/1,1460,300,943,312
95,2020/4/2,1582,308,1051,348
95,2020/4/3,1631,301,1167,400
95,2020/4/4,1655,319,1267,426
95,2020/4/5,1665,331,1319,436
95,2020/4/6,1698,329,1438,518
95,2020/4/7,1729,345,1519,564
95,2020/4/8,1783,333,1639,614
95,2020/4/9,1886,375,1747,645
95,2020/4/10,1817,357,1920,705
95,2020/4/11,1827,349,2034,727
95,2020/4/12,1832,357,2074,749
95,2020/4/13,1850,355,2126,769
95,2020/4/14,1914,359,2192,793
95,2020/4/15,1878,359,2328,812
95,2020/4/16,1868,345,2492,844
95,2020/4/17,1833,335,2608,864
95,2020/4/18,1809,325,2694,898
95,2020/4/19,1815,311,2718,924
95,2020/4/20,1848,295,2764,952
95,2020/4/21,1822,285,2856,968
95,2020/4/22,1909,277,2920,988
95,2020/4/23,1914,263,2992,1014
971,2020/3/18,0,0,0,0
971,2020/3/19,0,0,0,0
971,2020/3/20,0,0,0,0
971,2020/3/21,0,0,0,0
971,2020/3/22,12,12,0,0
971,2020/3/23,12,12,0,0
971,2020/3/24,12,12,0,0
971,2020/3/25,12,12,0,0
971,2020/3/26,42,14,8,0
971,2020/3/27,58,26,12,2
971,2020/3/28,88,26,18,2
971,2020/3/29,88,24,18,4
971,2020/3/30,70,22,36,8
971,2020/3/31,74,24,38,10
971,2020/4/1,70,24,50,14
971,2020/4/2,74,32,56,14
971,2020/4/3,72,34,68,16
971,2020/4/4,72,34,70,16
971,2020/4/5,72,36,72,16
971,2020/4/6,80,36,74,16
971,2020/4/7,68,34,86,16
971,2020/4/8,66,32,92,20
971,2020/4/9,66,34,98,20
971,2020/4/10,66,38,100,20
971,2020/4/11,74,40,100,20
971,2020/4/12,76,38,102,20
971,2020/4/13,82,36,102,20
971,2020/4/14,82,36,102,20
971,2020/4/15,70,34,114,20
971,2020/4/16,68,34,118,20
971,2020/4/17,72,38,118,20
971,2020/4/18,66,34,122,22
971,2020/4/19,68,34,122,22
971,2020/4/20,64,32,124,24
971,2020/4/21,48,30,136,24
971,2020/4/22,50,26,138,24
971,2020/4/23,48,28,140,24
972,2020/3/18,32,10,0,2
972,2020/3/19,34,10,0,2
972,2020/3/20,38,10,0,2
972,2020/3/21,38,10,0,2
972,2020/3/22,38,10,0,2
972,2020/3/23,38,10,0,2
972,2020/3/24,26,10,22,2
972,2020/3/25,44,14,24,2
972,2020/3/26,56,21,26,2
972,2020/3/27,88,30,26,2
972,2020/3/28,106,28,30,2
972,2020/3/29,114,30,34,6
972,2020/3/30,114,30,34,6
972,2020/3/31,128,36,40,6
972,2020/4/1,126,38,50,6
972,2020/4/2,114,40,62,6
972,2020/4/3,106,38,68,6
972,2020/4/4,102,36,70,6
972,2020/4/5,108,42,74,6
972,2020/4/6,110,40,74,8
972,2020/4/7,102,38,82,8
972,2020/4/8,98,38,86,8
972,2020/4/9,94,34,90,10
972,2020/4/10,88,32,96,10
972,2020/4/11,82,30,100,10
972,2020/4/12,76,30,104,12
972,2020/4/13,78,32,104,12
972,2020/4/14,78,32,104,12
972,2020/4/15,76,32,106,12
972,2020/4/16,80,34,110,12
972,2020/4/17,76,34,118,12
972,2020/4/18,72,28,120,14
972,2020/4/19,74,26,120,14
972,2020/4/20,70,20,120,18
972,2020/4/21,72,20,120,26
972,2020/4/22,68,18,124,26
972,2020/4/23,66,18,124,28
973,2020/3/18,0,0,0,0
973,2020/3/19,0,0,0,0
973,2020/3/20,0,0,0,0
973,2020/3/21,0,0,0,0
973,2020/3/22,0,0,0,0
973,2020/3/23,0,0,0,0
973,2020/3/24,0,0,0,0
973,2020/3/25,0,0,0,0
973,2020/3/26,0,0,0,0
973,2020/3/27,0,0,0,0
973,2020/3/28,0,0,0,0
973,2020/3/29,0,0,0,0
973,2020/3/30,0,0,0,0
973,2020/3/31,0,0,0,0
973,2020/4/1,10,0,10,0
973,2020/4/2,10,0,12,0
973,2020/4/3,14,2,12,0
973,2020/4/4,14,2,12,0
973,2020/4/5,14,2,12,0
973,2020/4/6,14,2,12,0
973,2020/4/7,12,2,16,0
973,2020/4/8,16,2,16,0
973,2020/4/9,18,2,24,0
973,2020/4/10,18,2,26,0
973,2020/4/11,18,2,26,0
973,2020/4/12,30,2,26,0
973,2020/4/13,30,2,26,0
973,2020/4/14,36,2,26,0
973,2020/4/15,38,0,28,0
973,2020/4/16,16,2,48,0
973,2020/4/17,16,4,50,0
973,2020/4/18,16,4,50,0
973,2020/4/19,10,4,56,0
973,2020/4/20,8,4,58,0
973,2020/4/21,6,2,62,2
973,2020/4/22,4,2,64,2
973,2020/4/23,6,0,68,2
974,2020/3/18,4,4,0,0
974,2020/3/19,4,4,0,0
974,2020/3/20,4,4,0,0
974,2020/3/21,4,4,0,0
974,2020/3/22,4,4,0,0
974,2020/3/23,4,4,0,0
974,2020/3/24,6,6,0,0
974,2020/3/25,6,6,0,0
974,2020/3/26,6,6,0,0
974,2020/3/27,6,4,0,0
974,2020/3/28,30,6,0,0
974,2020/3/29,106,8,10,0
974,2020/3/30,112,8,12,0
974,2020/3/31,114,12,20,0
974,2020/4/1,106,6,40,0
974,2020/4/2,108,4,48,0
974,2020/4/3,106,4,58,0
974,2020/4/4,92,8,78,0
974,2020/4/5,88,8,82,0
974,2020/4/6,90,8,86,0
974,2020/4/7,74,8,104,0
974,2020/4/8,78,8,110,0
974,2020/4/9,72,6,116,0
974,2020/4/10,84,6,116,0
974,2020/4/11,60,6,140,0
974,2020/4/12,56,6,144,0
974,2020/4/13,56,6,144,0
974,2020/4/14,56,6,144,0
974,2020/4/15,48,6,152,0
974,2020/4/16,38,8,166,0
974,2020/4/17,34,6,172,0
974,2020/4/18,28,4,178,0
974,2020/4/19,34,4,180,0
974,2020/4/20,30,4,186,0
974,2020/4/21,28,4,188,0
974,2020/4/22,24,4,192,0
974,2020/4/23,20,4,196,0
976,2020/3/18,0,0,0,0
976,2020/3/19,0,0,0,0
976,2020/3/20,0,0,0,0
976,2020/3/21,0,0,0,0
976,2020/3/22,0,0,0,0
976,2020/3/23,0,0,0,0
976,2020/3/24,0,0,0,0
976,2020/3/25,0,0,0,0
976,2020/3/26,0,0,0,0
976,2020/3/27,0,0,0,0
976,2020/3/28,0,0,0,0
976,2020/3/29,0,0,0,0
976,2020/3/30,0,0,0,0
976,2020/3/31,0,0,0,0
976,2020/4/1,0,0,2,0
976,2020/4/2,18,6,4,4
976,2020/4/3,36,6,4,4
976,2020/4/4,30,6,14,4
976,2020/4/5,34,6,16,4
976,2020/4/6,32,6,26,4
976,2020/4/7,32,6,34,4
976,2020/4/8,30,8,50,4
976,2020/4/9,32,8,50,4
976,2020/4/10,40,8,50,4
976,2020/4/11,40,6,50,6
976,2020/4/12,44,6,50,6
976,2020/4/13,44,6,50,6
976,2020/4/14,30,6,70,6
976,2020/4/15,36,8,74,6
976,2020/4/16,44,12,78,8
976,2020/4/17,44,12,82,8
976,2020/4/18,47,10,82,8
976,2020/4/19,50,8,87,10
976,2020/4/20,44,8,93,12
976,2020/4/21,41,8,103,12
976,2020/4/22,45,8,107,12
976,2020/4/23,41,8,115,12
